Species 1,Species 2,Dist
New Zealand(23),New Zealand(28),0,0117744609
New Zealand(24),New Zealand(28),0,0123482315
New Zealand(25),New Zealand(28),0,0129130793
New Zealand(26),New Zealand(28),0,0040842903
New Zealand(27),New Zealand(28),0,0029123175
Australia,New Zealand(29),0,0153477799
Australia(2),New Zealand(29),0,0159093528
Australia(3),New Zealand(29),0,0147541776
Australia(4),New Zealand(29),0,0153984467
Australia(5),New Zealand(29),0,0158812776
Australia(6),New Zealand(29),0,0153206471
Australia(7),New Zealand(29),0,0152846188
Australia(8),New Zealand(29),0,0152846188
Australia(9),New Zealand(29),0,0164786492
Australia(10),New Zealand(29),0,0164786492
Australia(11),New Zealand(29),0,0176798882
Australia(12),New Zealand(29),0,0177908505
Australia(13),New Zealand(29),0,0171721222
Australia(14),New Zealand(29),0,0159137184
Australia(15),New Zealand(29),0,0165077969
Australia(16),New Zealand(29),0,0158812776
Australia(17),New Zealand(29),0,0164786492
Australia(18),New Zealand(29),0,0082088071
Australia(19),New Zealand(29),0,0176903145
Australia(20),New Zealand(29),0,0158812776
Australia(21),New Zealand(29),0,0158762865
Australia(22),New Zealand(29),0,0087795697
Australia(23),New Zealand(29),0,0158762865
Australia(24),New Zealand(29),0,0152846188
Australia(25),New Zealand(29),0,0153296807
Australia(26),New Zealand(29),0,0153116241
Australia(27),New Zealand(29),0,0076136778
Australia(28),New Zealand(29),0,0152846188
Australia(29),New Zealand(29),0,0177382497
Australia(30),New Zealand(29),0,0159093528
Australia(31),New Zealand(29),0,0171880776
Australia(32),New Zealand(29),0,0153529800
Australia(33),New Zealand(29),0,0147890917
Australia(34),New Zealand(29),0,0070117422
Australia(35),New Zealand(29),0,0076003238
Australia(36),New Zealand(29),0,0064238527
Australia(37),New Zealand(29),0,0152846188
Australia(38),New Zealand(29),0,0152846188
Australia(39),New Zealand(29),0,0158812776
Australia(40),New Zealand(29),0,0064376187
Australia(41),New Zealand(29),0,0158906250
Australia(42),New Zealand(29),0,0159093528
Australia(43),New Zealand(29),0,0158812776
Australia(44),New Zealand(29),0,0058456179
Australia(45),New Zealand(29),0,0082088071
Australia(46),New Zealand(29),0,0153802277
Australia(47),New Zealand(29),0,0153568456
Australia(48),New Zealand(29),0,0165024301
Australia(49),New Zealand(29),0,0158812776
Australia(50),New Zealand(29),0,0165077969
Australia(51),New Zealand(29),0,0159093528
Australia(52),New Zealand(29),0,0152846188
Australia(53),New Zealand(29),0,0147803477
New Zealand,New Zealand(29),0,0152846188
New Zealand(2),New Zealand(29),0,0152846188
New Zealand(3),New Zealand(29),0,0152846188
New Zealand(4),New Zealand(29),0,0158762865
New Zealand(5),New Zealand(29),0,0152846188
New Zealand(6),New Zealand(29),0,0152846188
New Zealand(7),New Zealand(29),0,0176694743
New Zealand(8),New Zealand(29),0,0153206471
New Zealand(9),New Zealand(29),0,0153206471
New Zealand(10),New Zealand(29),0,0152846188
New Zealand(11),New Zealand(29),0,0159187333
New Zealand(12),New Zealand(29),0,0000000000
New Zealand(13),New Zealand(29),0,0005813954
New Zealand(14),New Zealand(29),0,0000000000
New Zealand(15),New Zealand(29),0,0158812776
New Zealand(16),New Zealand(29),0,0105927221
New Zealand(17),New Zealand(29),0,0171170562
New Zealand(18),New Zealand(29),0,0076154650
New Zealand(19),New Zealand(29),0,0165175357
New Zealand(20),New Zealand(29),0,0158812776
New Zealand(21),New Zealand(29),0,0070117422
New Zealand(22),New Zealand(29),0,0158812776
New Zealand(23),New Zealand(29),0,0153477799
New Zealand(24),New Zealand(29),0,0159187333
New Zealand(25),New Zealand(29),0,0164786492
New Zealand(26),New Zealand(29),0,0017464719
New Zealand(27),New Zealand(29),0,0052501432
New Zealand(28),New Zealand(29),0,0046657705
Australia,New Zealand(30),0,0000000000
Australia(2),New Zealand(30),0,0005824112
Australia(3),New Zealand(30),0,0000000000
Australia(4),New Zealand(30),0,0005854802
Australia(5),New Zealand(30),0,0005813954
Australia(6),New Zealand(30),0,0000000000
Australia(7),New Zealand(30),0,0000000000
Australia(8),New Zealand(30),0,0000000000
Australia(9),New Zealand(30),0,0011634677
Australia(10),New Zealand(30),0,0011634677
Australia(11),New Zealand(30),0,0023299026
Australia(12),New Zealand(30),0,0029310973
Australia(13),New Zealand(30),0,0023415799
Australia(14),New Zealand(30),0,0005826657
Australia(15),New Zealand(30),0,0011655017
Australia(16),New Zealand(30),0,0005813954
Australia(17),New Zealand(30),0,0011634677
Australia(18),New Zealand(30),0,0153258287
Australia(19),New Zealand(30),0,0023312605
Australia(20),New Zealand(30),0,0005813954
Australia(21),New Zealand(30),0,0005813109
Australia(22),New Zealand(30),0,0158867909
Australia(23),New Zealand(30),0,0005813109
Australia(24),New Zealand(30),0,0000000000
Australia(25),New Zealand(30),0,0000000000
Australia(26),New Zealand(30),0,0000000000
Australia(27),New Zealand(30),0,0159148858
Australia(28),New Zealand(30),0,0000000000
Australia(29),New Zealand(30),0,0023378184
Australia(30),New Zealand(30),0,0005824112
Australia(31),New Zealand(30),0,0023435532
Australia(32),New Zealand(30),0,0005837712
Australia(33),New Zealand(30),0,0000000000
Australia(34),New Zealand(30),0,0140978803
Australia(35),New Zealand(30),0,0158867909
Australia(36),New Zealand(30),0,0146934729
Australia(37),New Zealand(30),0,0000000000
Australia(38),New Zealand(30),0,0000000000
Australia(39),New Zealand(30),0,0011634677
Australia(40),New Zealand(30),0,0147247694
Australia(41),New Zealand(30),0,0005817336
Australia(42),New Zealand(30),0,0005824112
Australia(43),New Zealand(30),0,0005813954
Australia(44),New Zealand(30),0,0141194424
Australia(45),New Zealand(30),0,0153258287
Australia(46),New Zealand(30),0,0005847954
Australia(47),New Zealand(30),0,0000000000
Australia(48),New Zealand(30),0,0011650771
Australia(49),New Zealand(30),0,0005813954
Australia(50),New Zealand(30),0,0011655017
Australia(51),New Zealand(30),0,0005824112
Australia(52),New Zealand(30),0,0000000000
Australia(53),New Zealand(30),0,0000000000
New Zealand,New Zealand(30),0,0000000000
New Zealand(2),New Zealand(30),0,0000000000
New Zealand(3),New Zealand(30),0,0000000000
New Zealand(4),New Zealand(30),0,0005813109
New Zealand(5),New Zealand(30),0,0000000000
New Zealand(6),New Zealand(30),0,0000000000
New Zealand(7),New Zealand(30),0,0023285462
New Zealand(8),New Zealand(30),0,0000000000
New Zealand(9),New Zealand(30),0,0000000000
New Zealand(10),New Zealand(30),0,0000000000
New Zealand(11),New Zealand(30),0,0005827506
New Zealand(12),New Zealand(30),0,0152846188
New Zealand(13),New Zealand(30),0,0158812776
New Zealand(14),New Zealand(30),0,0152846188
New Zealand(15),New Zealand(30),0,0005813954
New Zealand(16),New Zealand(30),0,0165527406
New Zealand(17),New Zealand(30),0,0017502935
New Zealand(18),New Zealand(30),0,0147232754
New Zealand(19),New Zealand(30),0,0011661813
New Zealand(20),New Zealand(30),0,0005813954
New Zealand(21),New Zealand(30),0,0140978803
New Zealand(22),New Zealand(30),0,0005813954
New Zealand(23),New Zealand(30),0,0000000000
New Zealand(24),New Zealand(30),0,0005827506
New Zealand(25),New Zealand(30),0,0011634677
New Zealand(26),New Zealand(30),0,0147021144
New Zealand(27),New Zealand(30),0,0135029962
New Zealand(28),New Zealand(30),0,0117261351
New Zealand(29),New Zealand(30),0,0152846188
Australia,New Zealand(31),0,0171474220
Australia(2),New Zealand(31),0,0177068383
Australia(3),New Zealand(31),0,0165527406
Australia(4),New Zealand(31),0,0172045895
Australia(5),New Zealand(31),0,0176755379
Australia(6),New Zealand(31),0,0171170562
Australia(7),New Zealand(31),0,0170767354
Australia(8),New Zealand(31),0,0170767354
Australia(9),New Zealand(31),0,0182750584
Australia(10),New Zealand(31),0,0182750584
Australia(11),New Zealand(31),0,0194806105
Australia(12),New Zealand(31),0,0196035413
Australia(13),New Zealand(31),0,0189804424
Australia(14),New Zealand(31),0,0177112039
Australia(15),New Zealand(31),0,0183074389
Australia(16),New Zealand(31),0,0176755379
Australia(17),New Zealand(31),0,0182750584
Australia(18),New Zealand(31),0,0105784798
Australia(19),New Zealand(31),0,0194921182
Australia(20),New Zealand(31),0,0176755379
Australia(21),New Zealand(31),0,0176694743
Australia(22),New Zealand(31),0,0111464380
Australia(23),New Zealand(31),0,0176694743
Australia(24),New Zealand(31),0,0170767354
Australia(25),New Zealand(31),0,0171271662
Australia(26),New Zealand(31),0,0171069582
Australia(27),New Zealand(31),0,0111660906
Australia(28),New Zealand(31),0,0170767354
Australia(29),New Zealand(31),0,0195454806
Australia(30),New Zealand(31),0,0177068383
Australia(31),New Zealand(31),0,0189985805
Australia(32),New Zealand(31),0,0171537023
Australia(33),New Zealand(31),0,0165919782
Australia(34),New Zealand(31),0,0093702372
Australia(35),New Zealand(31),0,0111464380
Australia(36),New Zealand(31),0,0099616033
Australia(37),New Zealand(31),0,0170767354
Australia(38),New Zealand(31),0,0170767354
Australia(39),New Zealand(31),0,0176755379
Australia(40),New Zealand(31),0,0099837328
Australia(41),New Zealand(31),0,0176859590
Australia(42),New Zealand(31),0,0177068383
Australia(43),New Zealand(31),0,0176755379
Australia(44),New Zealand(31),0,0093854557
Australia(45),New Zealand(31),0,0105784798
Australia(46),New Zealand(31),0,0171841984
Australia(47),New Zealand(31),0,0171575678
Australia(48),New Zealand(31),0,0183009932
Australia(49),New Zealand(31),0,0176755379
Australia(50),New Zealand(31),0,0183074389
Australia(51),New Zealand(31),0,0177068383
Australia(52),New Zealand(31),0,0170767354
Australia(53),New Zealand(31),0,0165821514
New Zealand,New Zealand(31),0,0170767354
New Zealand(2),New Zealand(31),0,0170767354
New Zealand(3),New Zealand(31),0,0170767354
New Zealand(4),New Zealand(31),0,0176694743
New Zealand(5),New Zealand(31),0,0170767354
New Zealand(6),New Zealand(31),0,0170767354
New Zealand(7),New Zealand(31),0,0194691163
New Zealand(8),New Zealand(31),0,0171170562
New Zealand(9),New Zealand(31),0,0171170562
New Zealand(10),New Zealand(31),0,0170767354
New Zealand(11),New Zealand(31),0,0177172964
New Zealand(12),New Zealand(31),0,0105492642
New Zealand(13),New Zealand(31),0,0111416813
New Zealand(14),New Zealand(31),0,0105492642
New Zealand(15),New Zealand(31),0,0176755379
New Zealand(16),New Zealand(31),0,0000000000
New Zealand(17),New Zealand(31),0,0189199428
New Zealand(18),New Zealand(31),0,0087968004
New Zealand(19),New Zealand(31),0,0183182580
New Zealand(20),New Zealand(31),0,0176755379
New Zealand(21),New Zealand(31),0,0081895991
New Zealand(22),New Zealand(31),0,0176755379
New Zealand(23),New Zealand(31),0,0171474220
New Zealand(24),New Zealand(31),0,0177172964
New Zealand(25),New Zealand(31),0,0182750584
New Zealand(26),New Zealand(31),0,0099674442
New Zealand(27),New Zealand(31),0,0076003238
New Zealand(28),New Zealand(31),0,0070145711
New Zealand(29),New Zealand(31),0,0105492642
New Zealand(30),New Zealand(31),0,0170767354
Australia,New Zealand(32),0,0005837712
Australia(2),New Zealand(32),0,0011655017
Australia(3),New Zealand(32),0,0005837712
Australia(4),New Zealand(32),0,0011716467
Australia(5),New Zealand(32),0,0011634677
Australia(6),New Zealand(32),0,0005827506
Australia(7),New Zealand(32),0,0005813954
Australia(8),New Zealand(32),0,0005813954
Australia(9),New Zealand(32),0,0017462183
Australia(10),New Zealand(32),0,0017462183
Australia(11),New Zealand(32),0,0017464719
Australia(12),New Zealand(32),0,0035193327
Australia(13),New Zealand(32),0,0029284344
Australia(14),New Zealand(32),0,0011657562
Australia(15),New Zealand(32),0,0017492729
Australia(16),New Zealand(32),0,0011634677
Australia(17),New Zealand(32),0,0017462183
Australia(18),New Zealand(32),0,0159242728
Australia(19),New Zealand(32),0,0029157141
Australia(20),New Zealand(32),0,0011634677
Australia(21),New Zealand(32),0,0011630445
Australia(22),New Zealand(32),0,0164845196
Australia(23),New Zealand(32),0,0011630445
Australia(24),New Zealand(32),0,0005813954
Australia(25),New Zealand(32),0,0005830904
Australia(26),New Zealand(32),0,0005824112
Australia(27),New Zealand(32),0,0165136882
Australia(28),New Zealand(32),0,0005813954
Australia(29),New Zealand(32),0,0029239849
Australia(30),New Zealand(32),0,0011655017
Australia(31),New Zealand(32),0,0029310973
Australia(32),New Zealand(32),0,0011682248
Australia(33),New Zealand(32),0,0005851376
Australia(34),New Zealand(32),0,0146934729
Australia(35),New Zealand(32),0,0164845196
Australia(36),New Zealand(32),0,0152897759
Australia(37),New Zealand(32),0,0005813954
Australia(38),New Zealand(32),0,0005813954
Australia(39),New Zealand(32),0,0017462183
Australia(40),New Zealand(32),0,0153224981
Australia(41),New Zealand(32),0,0011641449
Australia(42),New Zealand(32),0,0011655017
Australia(43),New Zealand(32),0,0011634677
Australia(44),New Zealand(32),0,0147161012
Australia(45),New Zealand(32),0,0159242728
Australia(46),New Zealand(32),0,0011702755
Australia(47),New Zealand(32),0,0005841122
Australia(48),New Zealand(32),0,0017485077
Australia(49),New Zealand(32),0,0011634677
Australia(50),New Zealand(32),0,0017492729
Australia(51),New Zealand(32),0,0011655017
Australia(52),New Zealand(32),0,0005813954
Australia(53),New Zealand(32),0,0005847954
New Zealand,New Zealand(32),0,0005813954
New Zealand(2),New Zealand(32),0,0005813954
New Zealand(3),New Zealand(32),0,0005813954
New Zealand(4),New Zealand(32),0,0011630445
New Zealand(5),New Zealand(32),0,0005813954
New Zealand(6),New Zealand(32),0,0005813954
New Zealand(7),New Zealand(32),0,0029123175
New Zealand(8),New Zealand(32),0,0005827506
New Zealand(9),New Zealand(32),0,0005827506
New Zealand(10),New Zealand(32),0,0005813954
New Zealand(11),New Zealand(32),0,0000000000
New Zealand(12),New Zealand(32),0,0158812776
New Zealand(13),New Zealand(32),0,0164786492
New Zealand(14),New Zealand(32),0,0158812776
New Zealand(15),New Zealand(32),0,0011634677
New Zealand(16),New Zealand(32),0,0171537023
New Zealand(17),New Zealand(32),0,0023350889
New Zealand(18),New Zealand(32),0,0153206471
New Zealand(19),New Zealand(32),0,0017502935
New Zealand(20),New Zealand(32),0,0011634677
New Zealand(21),New Zealand(32),0,0146934729
New Zealand(22),New Zealand(32),0,0011634677
New Zealand(23),New Zealand(32),0,0005837712
New Zealand(24),New Zealand(32),0,0011661813
New Zealand(25),New Zealand(32),0,0017462183
New Zealand(26),New Zealand(32),0,0152987732
New Zealand(27),New Zealand(32),0,0140978803
New Zealand(28),New Zealand(32),0,0123192550
New Zealand(29),New Zealand(32),0,0158812776
New Zealand(30),New Zealand(32),0,0005813954
New Zealand(31),New Zealand(32),0,0176755379
Australia,New Zealand(33),0,0177487449
Australia(2),New Zealand(33),0,0183074389
Australia(3),New Zealand(33),0,0171537023
Australia(4),New Zealand(33),0,0178080899
Australia(5),New Zealand(33),0,0182750584
Australia(6),New Zealand(33),0,0177172964
Australia(7),New Zealand(33),0,0176755379
Australia(8),New Zealand(33),0,0176755379
Australia(9),New Zealand(33),0,0188752985
Australia(10),New Zealand(33),0,0188752985
Australia(11),New Zealand(33),0,0200822953
Australia(12),New Zealand(33),0,0202092349
Australia(13),New Zealand(33),0,0195846721
Australia(14),New Zealand(33),0,0183118046
Australia(15),New Zealand(33),0,0189087619
Australia(16),New Zealand(33),0,0182750584
Australia(17),New Zealand(33),0,0188752985
Australia(18),New Zealand(33),0,0111726569
Australia(19),New Zealand(33),0,0200941653
Australia(20),New Zealand(33),0,0182750584
Australia(21),New Zealand(33),0,0182686355
Australia(22),New Zealand(33),0,0117399099
Australia(23),New Zealand(33),0,0182686355
Australia(24),New Zealand(33),0,0176755379
Australia(25),New Zealand(33),0,0177277668
Australia(26),New Zealand(33),0,0177068383
Australia(27),New Zealand(33),0,0117606210
Australia(28),New Zealand(33),0,0176755379
Australia(29),New Zealand(33),0,0201493454
Australia(30),New Zealand(33),0,0183074389
Australia(31),New Zealand(33),0,0196035413
Australia(32),New Zealand(33),0,0177553871
Australia(33),New Zealand(33),0,0171943879
Australia(34),New Zealand(33),0,0099616033
Australia(35),New Zealand(33),0,0117399099
Australia(36),New Zealand(33),0,0105536697
Australia(37),New Zealand(33),0,0176755379
Australia(38),New Zealand(33),0,0176755379
Australia(39),New Zealand(33),0,0182750584
Australia(40),New Zealand(33),0,0105772047
Australia(41),New Zealand(33),0,0182858391
Australia(42),New Zealand(33),0,0183074389
Australia(43),New Zealand(33),0,0182750584
Australia(44),New Zealand(33),0,0099778729
Australia(45),New Zealand(33),0,0111726569
Australia(46),New Zealand(33),0,0177869713
Australia(47),New Zealand(33),0,0177592526
Australia(48),New Zealand(33),0,0189019548
Australia(49),New Zealand(33),0,0182750584
Australia(50),New Zealand(33),0,0189087619
Australia(51),New Zealand(33),0,0183074389
Australia(52),New Zealand(33),0,0176755379
Australia(53),New Zealand(33),0,0171841984
New Zealand,New Zealand(33),0,0176755379
New Zealand(2),New Zealand(33),0,0176755379
New Zealand(3),New Zealand(33),0,0176755379
New Zealand(4),New Zealand(33),0,0182686355
New Zealand(5),New Zealand(33),0,0176755379
New Zealand(6),New Zealand(33),0,0176755379
New Zealand(7),New Zealand(33),0,0200704393
New Zealand(8),New Zealand(33),0,0177172964
New Zealand(9),New Zealand(33),0,0177172964
New Zealand(10),New Zealand(33),0,0176755379
New Zealand(11),New Zealand(33),0,0183182580
New Zealand(12),New Zealand(33),0,0111416813
New Zealand(13),New Zealand(33),0,0117348012
New Zealand(14),New Zealand(33),0,0111416813
New Zealand(15),New Zealand(33),0,0182750584
New Zealand(16),New Zealand(33),0,0005837712
New Zealand(17),New Zealand(33),0,0195223525
New Zealand(18),New Zealand(33),0,0093885165
New Zealand(19),New Zealand(33),0,0189199428
New Zealand(20),New Zealand(33),0,0182750584
New Zealand(21),New Zealand(33),0,0087795697
New Zealand(22),New Zealand(33),0,0182750584
New Zealand(23),New Zealand(33),0,0177487449
New Zealand(24),New Zealand(33),0,0183182580
New Zealand(25),New Zealand(33),0,0188752985
New Zealand(26),New Zealand(33),0,0105598613
New Zealand(27),New Zealand(33),0,0081895991
New Zealand(28),New Zealand(33),0,0076034993
New Zealand(29),New Zealand(33),0,0111416813
New Zealand(30),New Zealand(33),0,0176755379
New Zealand(31),New Zealand(33),0,0005813954
New Zealand(32),New Zealand(33),0,0182750584
Australia,New Zealand(34),0,0141560914
Australia(2),New Zealand(34),0,0147194279
Australia(3),New Zealand(34),0,0135633716
Australia(4),New Zealand(34),0,0142030047
Australia(5),New Zealand(34),0,0146934729
Australia(6),New Zealand(34),0,0141310850
Australia(7),New Zealand(34),0,0140978803
Australia(8),New Zealand(34),0,0140978803
Australia(9),New Zealand(34),0,0152897759
Australia(10),New Zealand(34),0,0152897759
Australia(11),New Zealand(34),0,0164883537
Australia(12),New Zealand(34),0,0165919782
Australia(13),New Zealand(34),0,0159752493
Australia(14),New Zealand(34),0,0147232754
Australia(15),New Zealand(34),0,0153167996
Australia(16),New Zealand(34),0,0146934729
Australia(17),New Zealand(34),0,0152897759
Australia(18),New Zealand(34),0,0023350889
Australia(19),New Zealand(34),0,0164980696
Australia(20),New Zealand(34),0,0146934729
Australia(21),New Zealand(34),0,0146886712
Australia(22),New Zealand(34),0,0029137612
Australia(23),New Zealand(34),0,0146886712
Australia(24),New Zealand(34),0,0140978803
Australia(25),New Zealand(34),0,0141394106
Australia(26),New Zealand(34),0,0141227691
Australia(27),New Zealand(34),0,0076168645
Australia(28),New Zealand(34),0,0140978803
Australia(29),New Zealand(34),0,0165429602
Australia(30),New Zealand(34),0,0147194279
Australia(31),New Zealand(34),0,0159902934
Australia(32),New Zealand(34),0,0141611003
Australia(33),New Zealand(34),0,0135954427
Australia(34),New Zealand(34),0,0011634677
Australia(35),New Zealand(34),0,0076034993
Australia(36),New Zealand(34),0,0064263357
Australia(37),New Zealand(34),0,0140978803
Australia(38),New Zealand(34),0,0140978803
Australia(39),New Zealand(34),0,0146934729
Australia(40),New Zealand(34),0,0064406243
Australia(41),New Zealand(34),0,0147021144
Australia(42),New Zealand(34),0,0147194279
Australia(43),New Zealand(34),0,0146934729
Australia(44),New Zealand(34),0,0058482738
Australia(45),New Zealand(34),0,0023350889
Australia(46),New Zealand(34),0,0141862132
Australia(47),New Zealand(34),0,0141644465
Australia(48),New Zealand(34),0,0153116241
Australia(49),New Zealand(34),0,0146934729
Australia(50),New Zealand(34),0,0153167996
Australia(51),New Zealand(34),0,0147194279
Australia(52),New Zealand(34),0,0140978803
Australia(53),New Zealand(34),0,0135874107
New Zealand,New Zealand(34),0,0140978803
New Zealand(2),New Zealand(34),0,0140978803
New Zealand(3),New Zealand(34),0,0140978803
New Zealand(4),New Zealand(34),0,0146886712
New Zealand(5),New Zealand(34),0,0140978803
New Zealand(6),New Zealand(34),0,0140978803
New Zealand(7),New Zealand(34),0,0164786492
New Zealand(8),New Zealand(34),0,0141310850
New Zealand(9),New Zealand(34),0,0141310850
New Zealand(10),New Zealand(34),0,0140978803
New Zealand(11),New Zealand(34),0,0147281000
New Zealand(12),New Zealand(34),0,0070117422
New Zealand(13),New Zealand(34),0,0076003238
New Zealand(14),New Zealand(34),0,0070117422
New Zealand(15),New Zealand(34),0,0146934729
New Zealand(16),New Zealand(34),0,0082232724
New Zealand(17),New Zealand(34),0,0159242728
New Zealand(18),New Zealand(34),0,0005826657
New Zealand(19),New Zealand(34),0,0153258287
New Zealand(20),New Zealand(34),0,0146934729
New Zealand(21),New Zealand(34),0,0000000000
New Zealand(22),New Zealand(34),0,0146934729
New Zealand(23),New Zealand(34),0,0141560914
New Zealand(24),New Zealand(34),0,0147281000
New Zealand(25),New Zealand(34),0,0152897759
New Zealand(26),New Zealand(34),0,0064300923
New Zealand(27),New Zealand(34),0,0052519371
New Zealand(28),New Zealand(34),0,0023285462
New Zealand(29),New Zealand(34),0,0070117422
New Zealand(30),New Zealand(34),0,0140978803
New Zealand(31),New Zealand(34),0,0081895991
New Zealand(32),New Zealand(34),0,0146934729
New Zealand(33),New Zealand(34),0,0087795697
Australia,New Zealand(35),0,0005837712
Australia(2),New Zealand(35),0,0011661813
Australia(3),New Zealand(35),0,0005841122
Australia(4),New Zealand(35),0,0011723335
Australia(5),New Zealand(35),0,0011641449
Australia(6),New Zealand(35),0,0005827506
Australia(7),New Zealand(35),0,0005817336
Australia(8),New Zealand(35),0,0005817336
Australia(9),New Zealand(35),0,0017472353
Australia(10),New Zealand(35),0,0017472353
Australia(11),New Zealand(35),0,0029157141
Australia(12),New Zealand(35),0,0035213982
Australia(13),New Zealand(35),0,0029301505
Australia(14),New Zealand(35),0,0011657562
Australia(15),New Zealand(35),0,0017502935
Australia(16),New Zealand(35),0,0011641449
Australia(17),New Zealand(35),0,0017472353
Australia(18),New Zealand(35),0,0159336709
Australia(19),New Zealand(35),0,0029157141
Australia(20),New Zealand(35),0,0011641449
Australia(21),New Zealand(35),0,0011637213
Australia(22),New Zealand(35),0,0164942310
Australia(23),New Zealand(35),0,0011637213
Australia(24),New Zealand(35),0,0005817336
Australia(25),New Zealand(35),0,0005830904
Australia(26),New Zealand(35),0,0005827506
Australia(27),New Zealand(35),0,0165234340
Australia(28),New Zealand(35),0,0005817336
Australia(29),New Zealand(35),0,0029256959
Australia(30),New Zealand(35),0,0011661813
Australia(31),New Zealand(35),0,0029328166
Australia(32),New Zealand(35),0,0011689076
Australia(33),New Zealand(35),0,0005854802
Australia(34),New Zealand(35),0,0147021144
Australia(35),New Zealand(35),0,0164942310
Australia(36),New Zealand(35),0,0152987732
Australia(37),New Zealand(35),0,0005817336
Australia(38),New Zealand(35),0,0005817336
Australia(39),New Zealand(35),0,0017472353
Australia(40),New Zealand(35),0,0153315339
Australia(41),New Zealand(35),0,0011648229
Australia(42),New Zealand(35),0,0011661813
Australia(43),New Zealand(35),0,0011641449
Australia(44),New Zealand(35),0,0147161012
Australia(45),New Zealand(35),0,0159242728
Australia(46),New Zealand(35),0,0011709607
Australia(47),New Zealand(35),0,0005841122
Australia(48),New Zealand(35),0,0017495274
Australia(49),New Zealand(35),0,0011641449
Australia(50),New Zealand(35),0,0017502935
Australia(51),New Zealand(35),0,0011661813
Australia(52),New Zealand(35),0,0005817336
Australia(53),New Zealand(35),0,0005851376
New Zealand,New Zealand(35),0,0005817336
New Zealand(2),New Zealand(35),0,0005817336
New Zealand(3),New Zealand(35),0,0005817336
New Zealand(4),New Zealand(35),0,0011637213
New Zealand(5),New Zealand(35),0,0005817336
New Zealand(6),New Zealand(35),0,0005817336
New Zealand(7),New Zealand(35),0,0029140148
New Zealand(8),New Zealand(35),0,0005827506
New Zealand(9),New Zealand(35),0,0005827506
New Zealand(10),New Zealand(35),0,0005817336
New Zealand(11),New Zealand(35),0,0011661813
New Zealand(12),New Zealand(35),0,0158906250
New Zealand(13),New Zealand(35),0,0164883537
New Zealand(14),New Zealand(35),0,0158906250
New Zealand(15),New Zealand(35),0,0011641449
New Zealand(16),New Zealand(35),0,0171638556
New Zealand(17),New Zealand(35),0,0023350889
New Zealand(18),New Zealand(35),0,0153206471
New Zealand(19),New Zealand(35),0,0017502935
New Zealand(20),New Zealand(35),0,0011641449
New Zealand(21),New Zealand(35),0,0147021144
New Zealand(22),New Zealand(35),0,0011641449
New Zealand(23),New Zealand(35),0,0005837712
New Zealand(24),New Zealand(35),0,0011661813
New Zealand(25),New Zealand(35),0,0017472353
New Zealand(26),New Zealand(35),0,0153077811
New Zealand(27),New Zealand(35),0,0141061668
New Zealand(28),New Zealand(35),0,0123264864
New Zealand(29),New Zealand(35),0,0158906250
New Zealand(30),New Zealand(35),0,0005817336
New Zealand(31),New Zealand(35),0,0176859590
New Zealand(32),New Zealand(35),0,0011641449
New Zealand(33),New Zealand(35),0,0182858391
New Zealand(34),New Zealand(35),0,0147021144
Australia,New Zealand(36),0,0171474220
Australia(2),New Zealand(36),0,0177068383
Australia(3),New Zealand(36),0,0165527406
Australia(4),New Zealand(36),0,0172045895
Australia(5),New Zealand(36),0,0176755379
Australia(6),New Zealand(36),0,0171170562
Australia(7),New Zealand(36),0,0170767354
Australia(8),New Zealand(36),0,0170767354
Australia(9),New Zealand(36),0,0182750584
Australia(10),New Zealand(36),0,0182750584
Australia(11),New Zealand(36),0,0194806105
Australia(12),New Zealand(36),0,0196035413
Australia(13),New Zealand(36),0,0189804424
Australia(14),New Zealand(36),0,0177112039
Australia(15),New Zealand(36),0,0183074389
Australia(16),New Zealand(36),0,0176755379
Australia(17),New Zealand(36),0,0182750584
Australia(18),New Zealand(36),0,0105784798
Australia(19),New Zealand(36),0,0194921182
Australia(20),New Zealand(36),0,0176755379
Australia(21),New Zealand(36),0,0176694743
Australia(22),New Zealand(36),0,0111464380
Australia(23),New Zealand(36),0,0176694743
Australia(24),New Zealand(36),0,0170767354
Australia(25),New Zealand(36),0,0171271662
Australia(26),New Zealand(36),0,0171069582
Australia(27),New Zealand(36),0,0111660906
Australia(28),New Zealand(36),0,0170767354
Australia(29),New Zealand(36),0,0195454806
Australia(30),New Zealand(36),0,0177068383
Australia(31),New Zealand(36),0,0189985805
Australia(32),New Zealand(36),0,0171537023
Australia(33),New Zealand(36),0,0165919782
Australia(34),New Zealand(36),0,0093702372
Australia(35),New Zealand(36),0,0111464380
Australia(36),New Zealand(36),0,0099616033
Australia(37),New Zealand(36),0,0170767354
Australia(38),New Zealand(36),0,0170767354
Australia(39),New Zealand(36),0,0176755379
Australia(40),New Zealand(36),0,0099837328
Australia(41),New Zealand(36),0,0176859590
Australia(42),New Zealand(36),0,0177068383
Australia(43),New Zealand(36),0,0176755379
Australia(44),New Zealand(36),0,0093854557
Australia(45),New Zealand(36),0,0105784798
Australia(46),New Zealand(36),0,0171841984
Australia(47),New Zealand(36),0,0171575678
Australia(48),New Zealand(36),0,0183009932
Australia(49),New Zealand(36),0,0176755379
Australia(50),New Zealand(36),0,0183074389
Australia(51),New Zealand(36),0,0177068383
Australia(52),New Zealand(36),0,0170767354
Australia(53),New Zealand(36),0,0165821514
